Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
20.01.2022;03:00;04:00;55.976,25;18.904,25;5.460,75
20.01.2022;04:00;05:00;57.660,25;19.648,5;5.493
20.01.2022;05:00;06:00;60.351,75;21.978;3.874
20.01.2022;06:00;07:00;67.304,25;28.264,5;1.142
20.01.2022;07:00;08:00;73.428;35.283,75;223,25
20.01.2022;08:00;09:00;76.324,25;39.060,25;95,75
20.01.2022;09:00;10:00;77.245,25;39.273,5;211
20.01.2022;10:00;11:00;77.368,75;37.083;350
20.01.2022;11:00;12:00;77.727,25;34.655,5;730,75
20.01.2022;12:00;13:00;77.025,25;32.358;1.159,75
20.01.2022;13:00;14:00;75.433,75;32.159,5;671,75
20.01.2022;14:00;15:00;75.530,75;34.713,5;606,5
20.01.2022;15:00;16:00;74.954;37.980,5;217,75
20.01.2022;16:00;17:00;74.759;40.182,5;102,75
20.01.2022;17:00;18:00;77.259,25;44.206,75;15,25
20.01.2022;18:00;19:00;77.351,75;43.818;109,25
20.01.2022;19:00;20:00;76.376,75;42.683,5;601,75
20.01.2022;20:00;21:00;72.198,25;38.858,5;1.238,75
20.01.2022;21:00;22:00;68.222,5;36.843;1.089,25
20.01.2022;22:00;23:00;65.645,5;35.501,75;2.137,75
20.01.2022;23:00;00:00;62.482,75;33.002,5;3.446,25
21.01.2022;00:00;01:00;59.888,25;31.357;4.182,25
21.01.2022;01:00;02:00;58.200;30.520;4.904,75
21.01.2022;02:00;03:00;57.167,75;29.590,75;5.160,5
21.01.2022;03:00;04:00;57.505,75;30.233,5;4.898
21.01.2022;04:00;05:00;58.494;32.129,75;3.916,25
21.01.2022;05:00;06:00;61.194,75;34.502;3.057
21.01.2022;06:00;07:00;67.148;40.618,75;861,25
21.01.2022;07:00;08:00;73.241,5;47.298,75;188,5
21.01.2022;08:00;09:00;75.561,25;49.709;69
21.01.2022;09:00;10:00;75.677,75;49.700,5;35,75
21.01.2022;10:00;11:00;75.828,5;48.044,5;48,25
21.01.2022;11:00;12:00;76.305,75;46.381,75;33,25
21.01.2022;12:00;13:00;75.887,75;44.620,75;228
21.01.2022;13:00;14:00;74.669,5;42.965,75;157,25
21.01.2022;14:00;15:00;73.300,5;43.353,25;192
21.01.2022;15:00;16:00;72.379;45.580;6,5
21.01.2022;16:00;17:00;72.526,25;46.702,75;4,75
21.01.2022;17:00;18:00;75.305,5;47.365,25;9,75
21.01.2022;18:00;19:00;74.906,75;45.480,5;47,25
21.01.2022;19:00;20:00;72.768,25;42.354;512,5
21.01.2022;20:00;21:00;68.723,75;37.464;1.168,5
21.01.2022;21:00;22:00;65.119,25;33.646,25;2.264,5
21.01.2022;22:00;23:00;62.833,75;32.046,25;3.093,75
21.01.2022;23:00;00:00;60.023,25;29.436;4.045
22.01.2022;00:00;01:00;56.171,75;26.420,5;4.674,75
22.01.2022;01:00;02:00;54.473,75;25.475,5;5.826,75
22.01.2022;02:00;03:00;52.978,75;25.264,75;6.286,75
22.01.2022;03:00;04:00;52.292,75;26.280,5;5.787,75
22.01.2022;04:00;05:00;51.923,5;27.868;4.403,5
22.01.2022;05:00;06:00;51.310,25;30.028,75;3.437
22.01.2022;06:00;07:00;52.201,25;32.250,25;2.254,75
22.01.2022;07:00;08:00;54.080,25;36.200,75;353,25
22.01.2022;08:00;09:00;57.670,5;41.850,25;260,5
22.01.2022;09:00;10:00;60.308,75;45.631;24,5
22.01.2022;10:00;11:00;61.969;47.294;178,25
22.01.2022;11:00;12:00;63.146,75;48.154,25;7
22.01.2022;12:00;13:00;62.992,75;47.838;70
22.01.2022;13:00;14:00;61.583,25;46.895,75;130
22.01.2022;14:00;15:00;60.443,5;47.009,75;221,75
22.01.2022;15:00;16:00;59.707,5;47.876,25;53,25
22.01.2022;16:00;17:00;60.244;49.365,5;387,75
22.01.2022;17:00;18:00;63.278,75;52.363,75;275,5
22.01.2022;18:00;19:00;63.736;52.633,75;80,25
22.01.2022;19:00;20:00;61.761;50.848,75;399
22.01.2022;20:00;21:00;57.923,25;47.234,75;285
22.01.2022;21:00;22:00;55.179,5;44.655,75;552,75
22.01.2022;22:00;23:00;53.925,5;43.518,25;968,25
22.01.2022;23:00;00:00;50.933,75;40.740;1.613,5
23.01.2022;00:00;01:00;48.660,5;38.905,75;2.900,25
23.01.2022;01:00;02:00;46.804,75;37.187,5;3.306,75
23.01.2022;02:00;03:00;45.789,5;36.832;3.623,5
23.01.2022;03:00;04:00;45.671;36.916;4.141,75
23.01.2022;04:00;05:00;45.724;37.206,75;3.991,75
23.01.2022;05:00;06:00;45.475,5;37.174;3.207,5
23.01.2022;06:00;07:00;45.701,5;37.724;3.471,5
23.01.2022;07:00;08:00;47.485;40.187,5;2.433,5
23.01.2022;08:00;09:00;50.289,5;43.052,75;937
23.01.2022;09:00;10:00;53.532,75;45.351,25;455,75
23.01.2022;10:00;11:00;56.151;46.685;820,75
23.01.2022;11:00;12:00;58.632,5;47.725,5;1.028,75
23.01.2022;12:00;13:00;58.564,25;47.210;699,5
23.01.2022;13:00;14:00;56.950,75;46.344,75;562
23.01.2022;14:00;15:00;55.452;46.385,25;434,25
23.01.2022;15:00;16:00;54.980,75;48.140,25;214,75
23.01.2022;16:00;17:00;55.766;50.926,75;268,5
23.01.2022;17:00;18:00;59.472,75;55.125,25;240,75
23.01.2022;18:00;19:00;60.695,5;56.622;5
23.01.2022;19:00;20:00;59.111;54.841,5;8,75
23.01.2022;20:00;21:00;56.770;52.061,25;397,5
23.01.2022;21:00;22:00;54.975;49.749,5;388
23.01.2022;22:00;23:00;54.677,25;49.219;436,25
23.01.2022;23:00;00:00;51.819,5;46.288,5;1.713,75
24.01.2022;00:00;01:00;49.585,25;43.863;2.021
24.01.2022;01:00;02:00;48.305,5;42.130,5;2.515,25
24.01.2022;02:00;03:00;47.856,25;41.202,75;3.740,25
24.01.2022;03:00;04:00;48.380;41.467;4.024,75
24.01.2022;04:00;05:00;49.857;42.862,5;3.257,75
24.01.2022;05:00;06:00;53.774,5;47.140,5;1.138,25
24.01.2022;06:00;07:00;61.889;55.625,75;524,5
24.01.2022;07:00;08:00;68.556,75;62.397,5;50,75
24.01.2022;08:00;09:00;71.578,25;64.930,5;7,75
24.01.2022;09:00;10:00;72.431,75;63.699,25;6,75
24.01.2022;10:00;11:00;72.869,25;61.868,75;9
24.01.2022;11:00;12:00;73.503,75;61.055;10
24.01.2022;12:00;13:00;73.515,75;60.242,5;15
24.01.2022;13:00;14:00;72.901,25;59.997,25;15,75
24.01.2022;14:00;15:00;71.497,25;60.561;83
24.01.2022;15:00;16:00;70.675;62.621,75;164,25
24.01.2022;16:00;17:00;70.450,25;64.994,25;6,75
24.01.2022;17:00;18:00;72.852,5;68.285,5;0,75
24.01.2022;18:00;19:00;73.245,5;68.860,75;0
24.01.2022;19:00;20:00;71.384;66.910,25;17
24.01.2022;20:00;21:00;67.494,75;63.124,5;526,5
24.01.2022;21:00;22:00;63.693,5;59.362,25;858
24.01.2022;22:00;23:00;61.070,25;56.707,5;1.979,25
24.01.2022;23:00;00:00;57.722;53.054,75;2.776,5
25.01.2022;00:00;01:00;55.371,25;50.323,5;4.500,25
25.01.2022;01:00;02:00;53.620;48.270,5;4.619,5
25.01.2022;02:00;03:00;53.138;47.431,75;4.975,5
25.01.2022;03:00;04:00;53.618,25;47.704,25;5.682,25
25.01.2022;04:00;05:00;55.074,5;49.161,25;5.313,5
25.01.2022;05:00;06:00;58.340,25;52.768,5;2.762,25
25.01.2022;06:00;07:00;64.719;59.464;604
25.01.2022;07:00;08:00;70.393,75;65.549;6,5
25.01.2022;08:00;09:00;73.067,25;68.116,75;7,5
25.01.2022;09:00;10:00;73.330,5;67.088,75;5,25
25.01.2022;10:00;11:00;74.056,25;66.170;4
25.01.2022;11:00;12:00;74.925,5;65.541,5;2,5
25.01.2022;12:00;13:00;74.844;64.178,25;53,5
25.01.2022;13:00;14:00;73.810;62.781,25;128,5
25.01.2022;14:00;15:00;72.379,75;62.289,5;256
25.01.2022;15:00;16:00;71.704,75;63.418,25;214,75
25.01.2022;16:00;17:00;71.047;64.377,5;6,5
25.01.2022;17:00;18:00;73.254,75;67.213;6
25.01.2022;18:00;19:00;73.609,5;67.700,25;9,75
25.01.2022;19:00;20:00;71.783;65.758;26,5
25.01.2022;20:00;21:00;67.805;61.706,5;241,5
25.01.2022;21:00;22:00;64.313,75;57.730,5;453,75
25.01.2022;22:00;23:00;61.629,75;54.497,75;1.035,25
25.01.2022;23:00;00:00;58.333;49.879,5;1.983,25
26.01.2022;00:00;01:00;56.073;46.425,25;3.007
26.01.2022;01:00;02:00;54.610;44.251,25;3.834,5
26.01.2022;02:00;03:00;54.233,5;42.771,25;4.899
26.01.2022;03:00;04:00;54.793,5;42.098;5.139
26.01.2022;04:00;05:00;55.984,75;42.575,25;3.892
26.01.2022;05:00;06:00;59.004;44.473,75;2.060,75
26.01.2022;06:00;07:00;66.220,75;50.524,25;854,25
26.01.2022;07:00;08:00;71.805,75;55.717;9,25
26.01.2022;08:00;09:00;74.491,5;57.973,75;4,5
26.01.2022;09:00;10:00;75.012,5;56.829;4
26.01.2022;10:00;11:00;75.996;55.342,75;4
26.01.2022;11:00;12:00;77.181,25;54.920,5;5,5
26.01.2022;12:00;13:00;77.309,25;53.573,75;29,75
26.01.2022;13:00;14:00;76.688,75;51.549;453,75
26.01.2022;14:00;15:00;75.575,75;50.171;225,5
26.01.2022;15:00;16:00;74.770,25;49.345,5;197,5
26.01.2022;16:00;17:00;74.040;49.836,75;14,5
26.01.2022;17:00;18:00;76.000;51.217,5;13
26.01.2022;18:00;19:00;75.991,25;50.292,75;62,5
26.01.2022;19:00;20:00;74.095,75;47.387;264,25
26.01.2022;20:00;21:00;70.370,5;42.798;402,75
26.01.2022;21:00;22:00;66.230,25;38.313;346,25
26.01.2022;22:00;23:00;63.116,75;35.538,75;1.658,5
26.01.2022;23:00;00:00;60.089,5;31.375,5;1.718
27.01.2022;00:00;01:00;57.693,25;27.426,75;2.711,5
27.01.2022;01:00;02:00;56.540,25;25.245,5;3.584,25
27.01.2022;02:00;03:00;56.251;23.969,75;4.303,25
27.01.2022;03:00;04:00;55.875,75;22.686,75;4.861,5
27.01.2022;04:00;05:00;57.225;23.366;4.202,25
27.01.2022;05:00;06:00;60.180,75;25.566;2.538,75
27.01.2022;06:00;07:00;67.137,5;31.537,25;1.011,5
27.01.2022;07:00;08:00;72.932,25;37.535;1
27.01.2022;08:00;09:00;75.185,75;39.501,25;7,75
27.01.2022;09:00;10:00;76.085,75;38.354,5;151,5
27.01.2022;10:00;11:00;77.121,5;36.990,25;311,25
27.01.2022;11:00;12:00;78.152,5;36.087;201,5
27.01.2022;12:00;13:00;77.532,5;34.735,5;619,25
27.01.2022;13:00;14:00;76.105,5;34.198,25;722,25
27.01.2022;14:00;15:00;74.642,75;34.054;314,75
27.01.2022;15:00;16:00;74.326;35.482;272
27.01.2022;16:00;17:00;74.409,5;36.519,75;224
27.01.2022;17:00;18:00;76.730,25;38.215,5;167,75
27.01.2022;18:00;19:00;76.692,25;38.330,25;690
27.01.2022;19:00;20:00;74.757,25;35.727,5;620,75
27.01.2022;20:00;21:00;71.038,75;30.786,25;1.538
27.01.2022;21:00;22:00;67.203,25;26.035,25;1.961,25
27.01.2022;22:00;23:00;64.177;24.068,25;3.478,5
27.01.2022;23:00;00:00;60.808,5;21.550,75;4.957,25
28.01.2022;00:00;01:00;58.242;19.147;5.605,25
28.01.2022;01:00;02:00;56.377,25;17.245,5;5.531,25
28.01.2022;02:00;03:00;55.432;16.628;5.983
28.01.2022;03:00;04:00;55.648,75;17.310,5;5.701,75
28.01.2022;04:00;05:00;56.957;18.981,75;5.075,25
28.01.2022;05:00;06:00;60.540,25;23.281,25;3.854
28.01.2022;06:00;07:00;67.574,5;30.887,75;1.592,25
28.01.2022;07:00;08:00;73.529,5;38.747,75;58
28.01.2022;08:00;09:00;75.566,5;42.073,25;22,25
28.01.2022;09:00;10:00;75.825,75;41.484,25;87,25
28.01.2022;10:00;11:00;75.950,75;39.806,5;365,25
28.01.2022;11:00;12:00;75.948,5;41.213,25;17,75
28.01.2022;12:00;13:00;74.857,75;41.081,5;216,5
28.01.2022;13:00;14:00;72.805,75;40.510,25;752
28.01.2022;14:00;15:00;71.763,5;43.337,25;744,75
28.01.2022;15:00;16:00;70.552,5;47.418;308,25
28.01.2022;16:00;17:00;69.884;51.683,25;77,5
28.01.2022;17:00;18:00;72.217;54.576,75;18,75
28.01.2022;18:00;19:00;72.966,5;53.424;6,5
28.01.2022;19:00;20:00;71.720,5;50.649,75;282,75
28.01.2022;20:00;21:00;67.362;44.720;315
28.01.2022;21:00;22:00;63.652,25;39.294;292,5
28.01.2022;22:00;23:00;61.255,75;35.464,5;625
28.01.2022;23:00;00:00;58.211,75;30.516;901,5
29.01.2022;00:00;01:00;55.082,75;25.790,75;664,5
29.01.2022;01:00;02:00;53.063,75;21.572,75;1.718,25
29.01.2022;02:00;03:00;51.818,75;18.636,75;1.911,5
29.01.2022;03:00;04:00;51.099;16.594,75;3.434
29.01.2022;04:00;05:00;51.112,75;15.609,5;4.285
29.01.2022;05:00;06:00;51.892,5;15.066,25;4.830,25
29.01.2022;06:00;07:00;53.116,75;14.438,5;4.524
29.01.2022;07:00;08:00;56.003,25;15.620,25;2.072,5
29.01.2022;08:00;09:00;59.803,75;18.419,75;1.134,5
29.01.2022;09:00;10:00;63.330,25;20.132;322,75
29.01.2022;10:00;11:00;65.457;19.799,25;698,75
29.01.2022;11:00;12:00;66.744,25;20.126,5;471,25
29.01.2022;12:00;13:00;65.857;18.683,75;1.103,5
29.01.2022;13:00;14:00;64.750,25;17.057;2.631,75
29.01.2022;14:00;15:00;63.819;16.458;2.051,5
29.01.2022;15:00;16:00;62.370,75;17.822,75;1.023,75
29.01.2022;16:00;17:00;62.118,5;17.664,25;268,5
29.01.2022;17:00;18:00;65.719,5;21.569,25;353,75
29.01.2022;18:00;19:00;66.159,5;21.254;239,75
29.01.2022;19:00;20:00;63.446,5;19.047;484
29.01.2022;20:00;21:00;59.652,5;15.819;959,25
29.01.2022;21:00;22:00;56.548,25;13.281,25;1.383,75
29.01.2022;22:00;23:00;55.730,25;13.028,5;1.505,25
29.01.2022;23:00;00:00;52.856,25;11.495;3.164,25
30.01.2022;00:00;01:00;50.266,5;11.479,75;3.461,25
30.01.2022;01:00;02:00;47.911,75;10.236,75;3.075,75
30.01.2022;02:00;03:00;46.752,75;9.239,75;4.497
30.01.2022;03:00;04:00;46.382,25;9.196,75;4.106,25
30.01.2022;04:00;05:00;46.409,75;9.672,25;3.570,25
30.01.2022;05:00;06:00;46.889,25;9.583,75;3.496
30.01.2022;06:00;07:00;47.477;9.548,75;3.245,25
30.01.2022;07:00;08:00;48.636;10.096,25;2.329
30.01.2022;08:00;09:00;51.142;10.703;1.848,25
30.01.2022;09:00;10:00;54.639,25;10.759,25;2.105
30.01.2022;10:00;11:00;56.905;9.703;3.294
30.01.2022;11:00;12:00;58.622,25;8.737,5;3.342,25
30.01.2022;12:00;13:00;58.978;8.778;3.493,25
30.01.2022;13:00;14:00;57.413,5;8.225,5;4.233
30.01.2022;14:00;15:00;55.453,75;9.870,25;2.217,75
30.01.2022;15:00;16:00;54.844,25;13.570,5;1.641,75
30.01.2022;16:00;17:00;55.364;19.978;193
30.01.2022;17:00;18:00;59.952,75;28.082,5;48,75
30.01.2022;18:00;19:00;62.612,25;33.453,25;0
30.01.2022;19:00;20:00;60.536;33.697,25;0
30.01.2022;20:00;21:00;57.962;33.331;111,75
30.01.2022;21:00;22:00;56.349,75;33.835,5;44,25
30.01.2022;22:00;23:00;56.390,25;35.134,75;253,25
30.01.2022;23:00;00:00;53.944,25;32.508,25;1.308,5
31.01.2022;00:00;01:00;52.434,25;30.308,25;2.730,5
31.01.2022;01:00;02:00;50.879;26.702,75;4.007
31.01.2022;02:00;03:00;50.648,5;25.359;4.109
31.01.2022;03:00;04:00;50.785,5;26.375;3.524,5
31.01.2022;04:00;05:00;52.618,25;29.274,75;3.270
31.01.2022;05:00;06:00;56.124;32.111,75;1.418,25
31.01.2022;06:00;07:00;63.683,75;39.479,25;857,25
31.01.2022;07:00;08:00;70.034,5;47.368;36,75
31.01.2022;08:00;09:00;73.317;52.138;4
31.01.2022;09:00;10:00;74.868,25;53.746,25;2,5
31.01.2022;10:00;11:00;75.593;53.947;10
31.01.2022;11:00;12:00;76.340,75;53.935;15,75
31.01.2022;12:00;13:00;76.845,75;53.923;12,75
31.01.2022;13:00;14:00;76.352,5;54.133;56,5
31.01.2022;14:00;15:00;74.678;53.311;18,75
31.01.2022;15:00;16:00;73.735;53.413,75;148,25
31.01.2022;16:00;17:00;73.637;54.233;412,25
31.01.2022;17:00;18:00;76.354,25;56.828,5;89,5
31.01.2022;18:00;19:00;77.146,5;56.739;3
31.01.2022;19:00;20:00;75.032,25;54.198,75;220
31.01.2022;20:00;21:00;71.465;50.137,75;262,25
31.01.2022;21:00;22:00;67.970;45.124,25;553,5
31.01.2022;22:00;23:00;65.426,5;42.658;702,25
31.01.2022;23:00;00:00;62.183;38.500,5;2.591,5
01.02.2022;00:00;01:00;56.414,75;33.479,25;3.083,25
01.02.2022;01:00;02:00;55.271;32.473,25;4.445,75
01.02.2022;02:00;03:00;54.689,5;31.789,25;4.836,75
01.02.2022;03:00;04:00;54.735,25;32.179,5;4.953,25
01.02.2022;04:00;05:00;55.641,75;31.562,5;3.977,25
01.02.2022;05:00;06:00;58.879,75;32.717;2.527,25
01.02.2022;06:00;07:00;65.826,75;36.820,75;1.550,5
01.02.2022;07:00;08:00;72.264,5;41.326,5;617,25
01.02.2022;08:00;09:00;75.512,25;42.307,25;230
01.02.2022;09:00;10:00;76.727,5;40.386,25;208,5
01.02.2022;10:00;11:00;77.600,25;37.973,25;210
01.02.2022;11:00;12:00;78.539;37.050,75;233,75
01.02.2022;12:00;13:00;78.680,75;35.538,5;724,75
01.02.2022;13:00;14:00;78.453,75;33.198;536,5
01.02.2022;14:00;15:00;78.367,25;32.364;513,25
01.02.2022;15:00;16:00;77.421,5;31.598,25;422,25
01.02.2022;16:00;17:00;76.592,5;30.821,75;304,5
01.02.2022;17:00;18:00;77.513,75;31.155,25;289,75
01.02.2022;18:00;19:00;77.767,75;31.582,5;77,25
01.02.2022;19:00;20:00;75.752,75;30.196,5;850,5
01.02.2022;20:00;21:00;71.379,25;26.481,5;1.656
01.02.2022;21:00;22:00;66.834,25;22.639,25;1.626
01.02.2022;22:00;23:00;64.051,75;21.921,5;2.767,5
01.02.2022;23:00;00:00;60.852,5;18.998,5;4.883
02.02.2022;00:00;01:00;57.705,5;13.963;6.202
02.02.2022;01:00;02:00;55.317,75;12.698;6.577
02.02.2022;02:00;03:00;54.545;13.192,75;6.171,5
02.02.2022;03:00;04:00;55.210,75;13.816,5;6.018,75
02.02.2022;04:00;05:00;56.382,5;13.973,75;5.299,25
02.02.2022;05:00;06:00;59.169,75;16.538,75;3.491
02.02.2022;06:00;07:00;66.256,5;20.670,5;3.068
02.02.2022;07:00;08:00;71.890,5;26.654,75;2.072
02.02.2022;08:00;09:00;73.870,5;30.034;753,5
02.02.2022;09:00;10:00;74.427;29.716,5;969,75
02.02.2022;10:00;11:00;74.720;28.159,75;1.326
02.02.2022;11:00;12:00;75.612,25;27.537;1.018,25
02.02.2022;12:00;13:00;75.292,5;27.063,25;1.132
02.02.2022;13:00;14:00;74.007,25;27.273,75;1.268,5
02.02.2022;14:00;15:00;73.188;31.444,5;792,5
02.02.2022;15:00;16:00;72.621,5;37.399;458,75
02.02.2022;16:00;17:00;71.121,25;44.701,25;51
02.02.2022;17:00;18:00;72.942,25;52.047,5;3,25
02.02.2022;18:00;19:00;74.006;55.751,5;0
02.02.2022;19:00;20:00;72.136,5;55.465;2,25
02.02.2022;20:00;21:00;68.110;52.260,25;97,5
02.02.2022;21:00;22:00;64.510,75;48.454,5;185
02.02.2022;22:00;23:00;61.512,5;45.109,25;1.333,25
02.02.2022;23:00;00:00;58.477;41.751;2.379,25
03.02.2022;00:00;01:00;55.584;38.576,75;2.989,25
03.02.2022;01:00;02:00;53.893;37.292,75;2.569,5
03.02.2022;02:00;03:00;53.175,75;36.334,5;2.953,25
03.02.2022;03:00;04:00;53.198,25;35.594,75;3.380
03.02.2022;04:00;05:00;54.870,75;36.929;2.226
03.02.2022;05:00;06:00;57.734,75;39.583,5;1.409,75
03.02.2022;06:00;07:00;64.504,25;45.327,75;404,25
03.02.2022;07:00;08:00;70.483,75;49.193;320
03.02.2022;08:00;09:00;73.276;49.956;111,75
03.02.2022;09:00;10:00;73.471,25;48.977,5;10,5
03.02.2022;10:00;11:00;73.799,75;47.309,25;181
03.02.2022;11:00;12:00;74.930,5;47.259;250,25
03.02.2022;12:00;13:00;74.920,5;47.586,5;284,5
03.02.2022;13:00;14:00;73.321,5;48.019;44,25
03.02.2022;14:00;15:00;72.250,75;49.624,25;139
03.02.2022;15:00;16:00;71.789;51.237,75;13
03.02.2022;16:00;17:00;71.178;52.687,5;10,5
03.02.2022;17:00;18:00;72.856,75;55.297,25;7,25
03.02.2022;18:00;19:00;73.542,25;55.587,25;5,5
03.02.2022;19:00;20:00;72.102,5;53.340,75;258,25
03.02.2022;20:00;21:00;68.332,25;49.228,75;224
03.02.2022;21:00;22:00;64.486,75;45.787,75;192
03.02.2022;22:00;23:00;61.098,25;42.125,75;382,5
03.02.2022;23:00;00:00;57.608,5;37.774,25;915,75
04.02.2022;00:00;01:00;53.551,75;33.460;1.545,75
04.02.2022;01:00;02:00;52.026,75;31.228,75;2.409,5
04.02.2022;02:00;03:00;51.534;30.575,5;3.275,5
04.02.2022;03:00;04:00;52.063,5;30.656,75;3.395,25
04.02.2022;04:00;05:00;53.250;30.956,5;2.919,5
04.02.2022;05:00;06:00;56.435,25;32.940,75;1.506
04.02.2022;06:00;07:00;63.710,25;37.626,75;668,75
04.02.2022;07:00;08:00;69.789,5;41.725,5;53,5
04.02.2022;08:00;09:00;72.273,5;42.147,75;2
04.02.2022;09:00;10:00;73.209,25;40.161,25;60,25
04.02.2022;10:00;11:00;73.206,25;37.354,5;251,25
04.02.2022;11:00;12:00;74.448,25;34.757,25;515,5
04.02.2022;12:00;13:00;74.975;32.204,25;942,5
04.02.2022;13:00;14:00;73.122,5;29.287,75;631,75
04.02.2022;14:00;15:00;71.692,75;28.578,75;605,75
04.02.2022;15:00;16:00;71.079;30.003,25;566,25
04.02.2022;16:00;17:00;71.161,25;32.004,5;446,75
04.02.2022;17:00;18:00;73.377;34.001,5;264,75
04.02.2022;18:00;19:00;74.363,75;34.504,25;29
04.02.2022;19:00;20:00;71.714,75;31.769,25;275
04.02.2022;20:00;21:00;67.485,25;26.179,5;1.569,75
04.02.2022;21:00;22:00;64.027;22.034,75;1.645,75
04.02.2022;22:00;23:00;61.143;19.963,25;1.632
04.02.2022;23:00;00:00;57.899,75;17.460,5;1.619,5
05.02.2022;00:00;01:00;54.498,75;14.919;1.394,75
05.02.2022;01:00;02:00;52.839;14.115,25;1.768,25
05.02.2022;02:00;03:00;52.279,75;14.208,5;1.734
05.02.2022;03:00;04:00;52.100,25;14.273,75;2.149,75
05.02.2022;04:00;05:00;51.710,25;14.047;2.289,75
05.02.2022;05:00;06:00;51.820,5;14.125,5;1.583
05.02.2022;06:00;07:00;52.811;15.007,25;1.469,25
05.02.2022;07:00;08:00;55.723,75;17.834;635,25
05.02.2022;08:00;09:00;59.121,25;20.768,75;194,25
05.02.2022;09:00;10:00;61.893,5;20.053,75;716,25
05.02.2022;10:00;11:00;63.151;17.342,25;3.116,5
05.02.2022;11:00;12:00;64.753,25;14.032,25;3.015,25
05.02.2022;12:00;13:00;63.646,75;11.630;3.630
05.02.2022;13:00;14:00;62.024,75;10.796;4.145,75
05.02.2022;14:00;15:00;60.029;10.847,75;2.136,75
05.02.2022;15:00;16:00;59.063,75;14.476,25;1.037,75
05.02.2022;16:00;17:00;59.932,5;19.039;571
05.02.2022;17:00;18:00;63.301;23.371;115,25
05.02.2022;18:00;19:00;65.542,25;23.035,75;99,25
05.02.2022;19:00;20:00;63.900,75;20.038,25;181
05.02.2022;20:00;21:00;60.150,25;15.754;279
05.02.2022;21:00;22:00;57.689;13.819,5;606,5
05.02.2022;22:00;23:00;56.537;13.222,75;746,25
05.02.2022;23:00;00:00;53.745;10.571,75;2.219,5
06.02.2022;00:00;01:00;51.863;8.090,5;3.614,5
06.02.2022;01:00;02:00;49.880,5;7.133;4.050,75
06.02.2022;02:00;03:00;48.929,25;7.107;4.428
06.02.2022;03:00;04:00;48.554,75;7.679,25;4.405,75
06.02.2022;04:00;05:00;48.236,25;7.818;4.533,75
06.02.2022;05:00;06:00;48.702;8.007,25;4.532,75
06.02.2022;06:00;07:00;48.739;8.012,75;4.431
06.02.2022;07:00;08:00;50.809;9.081,5;3.756
06.02.2022;08:00;09:00;53.405,5;8.569,5;3.252,75
06.02.2022;09:00;10:00;57.027,5;10.310,5;2.776,25
06.02.2022;10:00;11:00;59.432,25;11.130,25;2.272,75
06.02.2022;11:00;12:00;62.312;13.740,25;653,5
06.02.2022;12:00;13:00;62.443,25;14.163,75;284,75
06.02.2022;13:00;14:00;60.944;15.087,5;374,75
06.02.2022;14:00;15:00;60.143,5;15.771;288
06.02.2022;15:00;16:00;59.924,5;15.800,75;537,5
06.02.2022;16:00;17:00;59.905,75;17.672,25;280,75
06.02.2022;17:00;18:00;62.455,75;19.707;183,5
06.02.2022;18:00;19:00;64.195,5;21.608;9,75
06.02.2022;19:00;20:00;62.302,75;20.399,25;127
06.02.2022;20:00;21:00;59.763;19.817,75;102,75
06.02.2022;21:00;22:00;57.467,5;20.041;4
06.02.2022;22:00;23:00;56.969,5;19.944;62,25
06.02.2022;23:00;00:00;54.266,25;16.764,5;896,25
07.02.2022;00:00;01:00;52.337,75;14.206,5;3.590,5
07.02.2022;01:00;02:00;51.453,75;12.114,5;4.388,5
07.02.2022;02:00;03:00;51.518,25;12.503,25;4.700
07.02.2022;03:00;04:00;51.958,75;11.839,25;4.573,5
07.02.2022;04:00;05:00;54.057;13.755,25;4.156,5
07.02.2022;05:00;06:00;57.604,5;16.806,5;1.932
07.02.2022;06:00;07:00;65.191,5;23.228;403
07.02.2022;07:00;08:00;71.282,25;30.022,25;46,25
07.02.2022;08:00;09:00;73.799;34.308;2,75
07.02.2022;09:00;10:00;74.305,75;32.267,5;384,75
07.02.2022;10:00;11:00;74.696,75;28.446,25;2.015
07.02.2022;11:00;12:00;75.114,25;27.533,75;1.180
07.02.2022;12:00;13:00;75.116,5;26.996,5;1.865,75
07.02.2022;13:00;14:00;73.593;25.700,75;1.804
07.02.2022;14:00;15:00;71.656,25;24.918,5;1.723
07.02.2022;15:00;16:00;69.766,25;27.132,75;897,5
07.02.2022;16:00;17:00;69.583,5;31.233,5;995,5
07.02.2022;17:00;18:00;72.373,75;37.155,5;631,25
07.02.2022;18:00;19:00;74.368,5;40.340,25;12,5
07.02.2022;19:00;20:00;72.923,5;39.974,5;73,75
07.02.2022;20:00;21:00;68.837,25;36.525,25;422,75
07.02.2022;21:00;22:00;65.523,75;33.435,75;1.012,5
07.02.2022;22:00;23:00;63.165,5;30.652,75;1.102
07.02.2022;23:00;00:00;59.293,25;27.911;2.044,25
08.02.2022;00:00;01:00;57.030;24.973,25;3.132,75
08.02.2022;01:00;02:00;55.433,75;23.210,75;3.844,25
08.02.2022;02:00;03:00;54.600,25;21.416,25;4.348
08.02.2022;03:00;04:00;55.245,25;21.548,25;4.774,5
08.02.2022;04:00;05:00;56.553,25;21.838,5;4.648
